time_stamp,open,high,low,close,volume,transaction,vwap
2018-07-28 00:03:28,8177.72,8213.5,8177.72,8213.5,40.711876079999996,334023.79032753705,8204.578675548402
2018-07-28 00:04:18,8216.74,8234.04,8209.89,8234.04,75.91516781000001,624111.674154054,8221.172292157433
2018-07-28 00:04:49,8232.14,8238.87,8204.96,8221.93,65.82318240000001,541553.7256036815,8227.401135252334
2018-07-28 00:25:48,8205.03,8217.18,8174.81,8180.2,61.06843923000001,500125.82202766003,8189.595613276654
2018-07-28 01:08:04,8180.2,8183.49,8152.11,8161.53,58.29776081000001,476165.5228348683,8167.818389916445
2018-07-28 02:26:46,8161.53,8195.0,8151.85,8190.57,61.58065311000011,503450.7785313602,8175.469942354422
2018-07-28 04:01:05,8186.66,8191.96,8154.03,8168.0,62.81907886999999,513285.3228377512,8170.850831798439
2018-07-28 04:35:45,8167.99,8198.73,8167.99,8196.28,60.450053249999975,494602.22354536335,8181.998144813273
2018-07-28 04:47:31,8195.0,8220.94,8178.29,8205.0,62.184234099999976,509617.25156415714,8195.280667839847
2018-07-28 05:53:23,8205.0,8234.57,8196.72,8206.47,60.43690230999997,496632.83958100557,8217.37747301506
2018-07-28 06:28:39,8208.15,8209.78,8160.36,8176.4,61.85682434000003,505903.5000835036,8178.620636953044
2018-07-28 07:34:24,8176.71,8192.82,8171.35,8179.32,60.61859340999997,496030.3522161142,8182.808678208069
2018-07-28 09:12:43,8181.36,8213.7,8177.16,8211.55,61.03346015000006,500353.31039961893,8198.016451466392
2018-07-28 09:16:16,8198.01,8209.0,8170.48,8170.49,57.877012979999996,473217.73428997997,8176.263941843462
2018-07-28 09:21:33,8174.58,8189.07,8166.0,8188.57,63.145092670000004,516074.0441901849,8172.828993809835
2018-07-28 10:08:29,8182.28,8205.44,8174.19,8192.15,62.73128711999996,513710.43187537853,8189.062515052359
2018-07-28 10:52:15,8191.21,8205.84,8179.01,8190.0,60.20831037999997,493108.63108637097,8190.042669760287
2018-07-28 11:10:14,8187.37,8189.01,8163.01,8171.79,54.82985211000001,448175.2580756761,8173.927902934043
2018-07-28 11:11:13,8163.0,8163.0,8132.03,8149.1,68.18769853,555713.2937267967,8149.758764512399
2018-07-28 11:19:02,8149.09,8230.0,8134.8,8229.96,60.85882619000001,498698.02462932136,8194.341821059716
2018-07-28 11:20:40,8230.0,8232.14,8201.99,8216.05,61.02586792,501521.72697056027,8218.182617705903
2018-07-28 11:39:33,8216.05,8221.63,8187.72,8195.31,61.34650373999999,503533.4133127499,8208.02136413243
2018-07-28 11:44:04,8197.31,8201.17,8158.15,8185.0,60.007027550000004,491023.69207215606,8182.769787472268
2018-07-28 12:06:27,8185.0,8193.0,8165.29,8175.57,56.49126185999998,462151.3084965774,8180.934418528451
2018-07-28 13:14:57,8176.73,8204.86,8170.79,8195.66,66.43767821000004,543934.7568510612,8187.142770579082
2018-07-28 14:18:28,8188.81,8191.91,8151.0,8155.0,60.939969129999994,497763.8858772321,8168.102035223859
2018-07-28 14:27:55,8155.0,8160.25,8129.01,8143.05,62.13734536000002,505445.30732111743,8134.32412332327
2018-07-28 14:37:17,8143.05,8145.86,8104.59,8127.99,61.56922195999999,499574.1629584127,8114.024297448062
2018-07-28 15:09:09,8128.0,8166.01,8115.63,8128.12,60.13204337999997,489730.88613280305,8144.258179253699
2018-07-28 15:32:00,8128.23,8141.53,8092.0,8092.0,62.86463470999997,509999.7093977643,8112.664803516911
2018-07-28 15:44:16,8093.45,8127.9,8092.0,8110.72,60.821201229999964,492890.5243492999,8103.926170175383
2018-07-28 15:53:10,8110.84,8119.98,8090.0,8090.0,59.90006680000001,485182.3643562082,8099.863493911965
